time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.name,.position,.velocity,.effort
2022/09/13/22:01:46.098931,447595,1663131706,92787227,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.169278923665182, -0.7080855530551453, -0.14227372804750615, -0.4617149394801636, -0.043556992207662404, -3.167067829762594)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.245135545730591, -5.111306190490723, -0.16260406374931335, -0.1787695586681366, -0.15726417303085327, 0.21939390897750854)"
2022/09/13/22:01:46.100626,447596,1663131706,99913297,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693032423602503, -0.708111898308136, -0.1422980467425745, -0.4616905015758057, -0.04360706010927373, -3.167093102131979)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.27787709236145, -5.098236083984375, -0.13717855513095856, -0.18568934500217438, -0.15196575224399567, 0.2321183681488037)"
2022/09/13/22:01:46.101215,447597,1663131706,100800479,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693032423602503, -0.7080728572658082, -0.14229900041689092, -0.46170182645831304, -0.04356843629945928, -3.1670921484576624)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2766971588134766, -5.137271881103516, -0.10238678753376007, -0.17221590876579285, -0.14978168904781342, 0.22761988639831543)"
2022/09/13/22:01:46.103435,447598,1663131706,102749868,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693032423602503, -0.7081109446338196, -0.1423118750201624, -0.46167655408892827, -0.04359418550600225, -3.1670804659472864)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.264005661010742, -5.06165885925293, -0.22512468695640564, -0.171110600233078, -0.1543680876493454, 0.23011775314807892)"
2022/09/13/22:01:46.105071,447599,1663131706,104724689,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692794005023401, -0.7080871027759095, -0.142310921345846, -0.46164007604632573, -0.043595139180318654, -3.167094055806295)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2472856044769287, -5.134573459625244, -0.10643094778060913, -0.17939749360084534, -0.13278988003730774, 0.21949702501296997)"
2022/09/13/22:01:46.107347,447600,1663131706,106716589,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693037191974085, -0.7081109446338196, -0.14228612581361944, -0.4616769117167969, -0.04358274141420537, -3.1670811812030237)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.3008694648742676, -5.092466354370117, -0.09840424358844757, -0.17635807394981384, -0.15031041204929352, 0.23428529500961304)"
2022/09/13/22:01:46.109012,447601,1663131706,108736952,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693032423602503, -0.7081113618663331, -0.14227229753603154, -0.4616775077632447, -0.043556992207662404, -3.1670928637133997)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2748537063598633, -5.123785972595215, -0.1512424647808075, -0.16694054007530212, -0.14342164993286133, 0.23660019040107727)"
2022/09/13/22:01:46.111287,447602,1663131706,110732308,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.169267479573385, -0.7081223887256165, -0.14228469530214483, -0.461678223018982, -0.043569389973775685, -3.167081419621603)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2683780193328857, -5.104306221008301, -0.0691693052649498, -0.1711864322423935, -0.1438312977552414, 0.22210511565208435)"
2022/09/13/22:01:46.113005,447603,1663131706,112781279,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692794005023401, -0.7080978912166138, -0.1423118750201624, -0.461652473812439, -0.04358226457704717, -3.1670802275287073)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2905972003936768, -5.132538795471191, -0.10575860738754272, -0.17643043398857117, -0.14917773008346558, 0.22180333733558655)"
2022/09/13/22:01:46.115211,447604,1663131706,114743341,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692670027362269, -0.7080722612193604, -0.14227372804750615, -0.46172769487414556, -0.04359418550600225, -3.1670685450183313)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2953760623931885, -5.095356464385986, -0.15049919486045837, -0.16172252595424652, -0.15462645888328552, 0.23164667189121246)"
2022/09/13/22:01:46.116981,447605,1663131706,116753614,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692808310138147, -0.708111123447754, -0.1423113981830042, -0.4617273372462769, -0.04360658327211553, -3.167068068181173)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2872190475463867, -5.072320938110352, -0.12403804808855057, -0.17546114325523376, -0.14332397282123566, 0.22936603426933289)"
2022/09/13/22:01:46.119181,447606,1663131706,118717668,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.169278923665182, -0.7080738109401246, -0.14228564897646123, -0.4617012304118653, -0.04356986681093389, -3.1671062151538294)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2611489295959473, -5.149123191833496, -0.12251304090023041, -0.1769292950630188, -0.14463356137275696, 0.22555625438690186)"
2022/09/13/22:01:46.120920,447607,1663131706,120727620,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692922751056116, -0.7080738705447693, -0.14227372804750615, -0.46165235460314946, -0.04360706010927373, -3.1670685450183313)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.257366418838501, -5.090976715087891, -0.13328400254249573, -0.18097057938575745, -0.15335986018180847, 0.21451476216316223)"
2022/09/13/22:01:46.123162,447608,1663131706,122725373,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692798773394983, -0.7080984872630616, -0.14229852357973272, -0.46171482027087407, -0.04358226457704717, -3.167056385670797)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.240013599395752, -5.09719181060791, -0.1551598161458969, -0.19251486659049988, -0.15294942259788513, 0.21942387521266937)"
2022/09/13/22:01:46.125397,447609,1663131706,124733745,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692670027362269, -0.7080736321261902, -0.14229852357973272, -0.4617009919932862, -0.043569389973775685, -3.1670942942248743)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.254240036010742, -5.092413425445557, -0.09679584205150604, -0.1700175404548645, -0.13095241785049438, 0.23150499165058136)"
2022/09/13/22:01:46.127082,447610,1663131706,126723145,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.169278923665182, -0.7080744069865723, -0.1423113981830042, -0.4616404336741944, -0.04355746904482061, -3.167067829762594)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2372565269470215, -5.0966339111328125, -0.185941681265831, -0.17403644323349, -0.1422031670808792, 0.20829832553863525)"
2022/09/13/22:01:46.129357,447611,1663131706,128727421,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.169267479573385, -0.7080861491015931, -0.14227325121034795, -0.46165235460314946, -0.04354459444154912, -3.167093817387716)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.285625457763672, -5.096890449523926, -0.12126502394676208, -0.16293025016784668, -0.1440245360136032, 0.2266695201396942)"
2022/09/13/22:01:46.131059,447612,1663131706,130723799,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.169278923665182, -0.7080993217280884, -0.14227325121034795, -0.4617017072490235, -0.04360706010927373, -3.1670685450183313)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.283186197280884, -5.080178737640381, -0.19257241487503052, -0.17908065021038055, -0.14880912005901337, 0.2176770716905594)"
2022/09/13/22:01:46.133304,447613,1663131706,132736597,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693170706378382, -0.7080867451480408, -0.142310921345846, -0.46167655408892827, -0.04361898103822881, -3.1670690218554896)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2963881492614746, -5.133858680725098, -0.15435490012168884, -0.17708110809326172, -0.14629903435707092, 0.22005639970302582)"
2022/09/13/22:01:46.135073,447614,1663131706,134760704,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692917982684534, -0.7080739301494141, -0.14229852357973272, -0.46165283144030766, -0.04358274141420537, -3.167093102131979)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2904038429260254, -5.092212677001953, -0.12326845526695251, -0.18006573617458344, -0.14551910758018494, 0.21767601370811462)"
2022/09/13/22:01:46.137366,447615,1663131706,136748264,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692798773394983, -0.7080613535693665, -0.14228564897646123, -0.4617152971080323, -0.04359418550600225, -3.1670809427844446)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.289830207824707, -5.0820393562316895, -0.16141758859157562, -0.18356549739837646, -0.15117330849170685, 0.22605326771736145)"
2022/09/13/22:01:46.139006,447616,1663131706,138724446,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.169278923665182, -0.7080866259387513, -0.1422980467425745, -0.4617021840861817, -0.043593708668844044, -3.167081896458761)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.264573812484741, -5.10551643371582, -0.15939852595329285, -0.182566836476326, -0.14789806306362152, 0.2287161946296692)"
2022/09/13/22:01:46.141291,447617,1663131706,140745404,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692794005023401, -0.7080744069865723, -0.14228564897646123, -0.46170349538836675, -0.04355842271913701, -3.167105738316671)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2343883514404297, -5.124792575836182, -0.1830800473690033, -0.17548535764217377, -0.14506858587265015, 0.2254580557346344)"
2022/09/13/22:01:46.143008,447618,1663131706,142721860,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.169267479573385, -0.7080381077579041, -0.14228564897646123, -0.4616905015758057, -0.043581787739888966, -3.167067591344015)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.3001065254211426, -5.09608268737793, -0.0669000968337059, -0.17223240435123444, -0.138771653175354, 0.2147374004125595)"
2022/09/13/22:01:46.145262,447619,1663131706,144722738,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692803541766565, -0.7080621284297486, -0.14228660265077764, -0.4617014688304444, -0.043581787739888966, -3.1670799891101282)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2324225902557373, -5.153668403625488, -0.0937442034482956, -0.17545267939567566, -0.15614303946495056, 0.2215072214603424)"
2022/09/13/22:01:46.146969,447620,1663131706,146748468,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.169278923665182, -0.708073691730835, -0.14228612581361944, -0.4616766732982178, -0.04357034364809209, -3.1670811812030237)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2515859603881836, -5.136166095733643, -0.17641441524028778, -0.17330852150917053, -0.14485903084278107, 0.24041298031806946)"
2022/09/13/22:01:46.149323,447621,1663131706,148768184,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692922751056116, -0.7080744069865723, -0.14228564897646123, -0.46168919027362065, -0.043583218251363576, -3.16708213487734)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2797791957855225, -5.114962100982666, -0.09840093553066254, -0.1652827262878418, -0.14059613645076752, 0.2309672236442566)"
2022/09/13/22:01:46.150989,447622,1663131706,150717418,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.169302765523092, -0.708124653702118, -0.1423113981830042, -0.4616772693446656, -0.04356986681093389, -3.1670799891101282)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.27894926071167, -5.099234580993652, -0.17987823486328125, -0.17928728461265564, -0.14932900667190552, 0.22475868463516235)"
2022/09/13/22:01:46.153236,447623,1663131706,152765051,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692803541766565, -0.7080857318690796, -0.142310921345846, -0.4616766732982178, -0.04357034364809209, -3.167056385670797)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2546801567077637, -5.075591087341309, -0.154532790184021, -0.183705672621727, -0.14934735000133514, 0.2296123504638672)"
2022/09/13/22:01:46.155488,447624,1663131706,154744673,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692794005023401, -0.7081104677966614, -0.1422980467425745, -0.4616658252528687, -0.043569389973775685, -3.167055908833639)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2411491870880127, -5.1145548820495605, -0.11400807648897171, -0.17123542726039886, -0.14414790272712708, 0.2297210991382599)"
2022/09/13/22:01:46.157262,447625,1663131706,156746718,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692803541766565, -0.708074228172638, -0.142310921345846, -0.46170111120257573, -0.043569389973775685, -3.1670809427844446)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2185964584350586, -5.119222640991211, -0.12572413682937622, -0.1770593523979187, -0.15002235770225525, 0.22160372138023376)"
2022/09/13/22:01:46.159551,447626,1663131706,158839173,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692794005023401, -0.7081099313548584, -0.14227372804750615, -0.46171434343371587, -0.04355794588197881, -3.167118851338522)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2762045860290527, -5.118680953979492, -0.16384463012218475, -0.17959517240524292, -0.14527302980422974, 0.22014380991458893)"
2022/09/13/22:01:46.161213,447627,1663131706,160766148,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692670027362269, -0.7080750030330201, -0.14233619371523076, -0.4616900247386475, -0.04355794588197881, -3.1670804659472864)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2730965614318848, -5.110671043395996, -0.11993996798992157, -0.18531788885593414, -0.14710190892219543, 0.2179262936115265)"
2022/09/13/22:01:46.163501,447628,1663131706,162826515,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692794005023401, -0.708097831611969, -0.14229852357973272, -0.4617014688304444, -0.04357034364809209, -3.167044464741842)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2604172229766846, -5.117537021636963, -0.13961875438690186, -0.19305047392845154, -0.14323267340660095, 0.22955340147018433)"
2022/09/13/22:01:46.165182,447629,1663131706,164822474,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692913214312952, -0.708060161476471, -0.14228612581361944, -0.46170206487689214, -0.04358274141420537, -3.1670687834369105)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2490668296813965, -5.131915092468262, -0.12585541605949402, -0.18518567085266113, -0.15536606311798096, 0.21672555804252625)"
2022/09/13/22:01:46.167437,447630,1663131706,166814205,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692903677569788, -0.7080604594996949, -0.1422980467425745, -0.4617402118495484, -0.04359418550600225, -3.167107645665304)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2395074367523193, -5.090839385986328, -0.0984499454498291, -0.18885868787765503, -0.14439570903778076, 0.21405626833438873)"
2022/09/13/22:01:46.169107,447631,1663131706,168781868,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692917982684534, -0.7081113022616883, -0.14229852357973272, -0.4616773885539551, -0.04358035722841436, -3.167055908833639)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.226591110229492, -5.085581302642822, -0.08347479999065399, -0.18370869755744934, -0.14083921909332275, 0.232029527425766)"
2022/09/13/22:01:46.171481,447632,1663131706,170842595,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692670027362269, -0.7081105274013062, -0.14229852357973272, -0.4616648715785523, -0.04355794588197881, -3.167107645665304)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2994914054870605, -5.0806403160095215, -0.14018996059894562, -0.16816091537475586, -0.1396070420742035, 0.23713725805282593)"
2022/09/13/22:01:46.173162,447633,1663131706,172847200,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.169278923665182, -0.7080487173846741, -0.14228564897646123, -0.46166499078784184, -0.04359466234316045, -3.1670923868762415)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2112646102905273, -5.0836005210876465, -0.196188285946846, -0.16844570636749268, -0.13631375133991241, 0.2070724368095398)"
2022/09/13/22:01:46.175367,447634,1663131706,174764604,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692922751056116, -0.7080741089633484, -0.14227372804750615, -0.46167834222827153, -0.04361945787538701, -3.1670435110675257)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2529656887054443, -5.118857383728027, -0.15220098197460175, -0.1768011748790741, -0.1362423300743103, 0.21550288796424866)"
2022/09/13/22:01:46.177046,447635,1663131706,176759815,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693041960345667, -0.7081115406802674, -0.14228612581361944, -0.4616519969752808, -0.04360562959779912, -3.167067591344015)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2552309036254883, -5.137355804443359, -0.16111889481544495, -0.17507320642471313, -0.1420455276966095, 0.21937128901481628)"
2022/09/13/22:01:46.179281,447636,1663131706,178729747,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692794005023401, -0.7081101101687928, -0.14228564897646123, -0.4616907399943848, -0.04355746904482061, -3.1670687834369105)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2350263595581055, -5.112992763519287, -0.09655241668224335, -0.17279121279716492, -0.13904878497123718, 0.23310182988643646)"
2022/09/13/22:01:46.180969,447637,1663131706,180751478,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693037191974085, -0.7080730956843873, -0.14226133028139287, -0.4617155355266114, -0.043545071278707326, -3.1671066919909876)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.25483775138855, -5.11735725402832, -0.11313176155090332, -0.1858559250831604, -0.1451585292816162, 0.23210754990577698)"
2022/09/13/22:01:46.183230,447638,1663131706,182722511,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693022886859339, -0.7080611151507874, -0.14226228395570928, -0.4617142242244263, -0.04358226457704717, -3.167068068181173)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.272440195083618, -5.093165397644043, -0.17620263993740082, -0.18159660696983337, -0.13810692727565765, 0.22001981735229492)"
2022/09/13/22:01:46.184969,447639,1663131706,184714937,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692917982684534, -0.7080497902682801, -0.14228564897646123, -0.4616881173900147, -0.04359418550600225, -3.1671178976642054)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2579920291900635, -5.126485347747803, -0.12518267333507538, -0.17793163657188416, -0.15176303684711456, 0.2276557981967926)"
2022/09/13/22:01:46.187236,447640,1663131706,186732708,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692794005023401, -0.7080605787089844, -0.14229852357973272, -0.461688832645752, -0.043532673512594044, -3.1670807043658655)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.242140054702759, -5.112013816833496, -0.11266562342643738, -0.17645585536956787, -0.1340215504169464, 0.2261543571949005)"
2022/09/13/22:01:46.189431,447641,1663131706,188763593,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693041960345667, -0.7080739897540589, -0.14229900041689092, -0.46165283144030766, -0.043595139180318654, -3.167093817387716)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.233882427215576, -5.1299896240234375, -0.17457246780395508, -0.1748800277709961, -0.14198319613933563, 0.21603336930274963)"
2022/09/13/22:01:46.191124,447642,1663131706,190727197,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693289915667933, -0.7080868643573304, -0.14227325121034795, -0.4616632026484986, -0.043570820485250294, -3.1670926252948206)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2124950885772705, -5.096029758453369, -0.127706378698349, -0.16953518986701965, -0.1476454883813858, 0.21160247921943665)"
2022/09/13/22:01:46.193385,447643,1663131706,192776006,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692913214312952, -0.7080984872630616, -0.14227420488466436, -0.46171362817797856, -0.043581787739888966, -3.1670799891101282)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2498626708984375, -5.143857955932617, -0.1535980999469757, -0.16793304681777954, -0.14017803966999054, 0.234149768948555)"
2022/09/13/22:01:46.195179,447644,1663131706,194756310,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.169302765523092, -0.7080986064723511, -0.14226133028139287, -0.46168895185504155, -0.04360706010927373, -3.1670683065997522)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2571611404418945, -5.1182451248168945, -0.1603783667087555, -0.1721479743719101, -0.13893720507621765, 0.22144919633865356)"
2022/09/13/22:01:46.197334,447645,1663131706,196708224,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.169302765523092, -0.7080984872630616, -0.14226085344423467, -0.4616770309260865, -0.04355842271913701, -3.167105023060934)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2580695152282715, -5.151790142059326, -0.13139359652996063, -0.1821059286594391, -0.1479601114988327, 0.22667145729064941)"
2022/09/13/22:01:46.199090,447646,1663131706,198752844,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693032423602503, -0.7080732744983216, -0.14229852357973272, -0.4616757196239014, -0.04355746904482061, -3.167093578969137)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2145514488220215, -5.085056304931641, -0.12746594846248627, -0.17130731046199799, -0.15604940056800842, 0.2296885997056961)"
2022/09/13/22:01:46.206501,447647,1663131706,206059332,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693018118487757, -0.7080733341029664, -0.14227325121034795, -0.4617156547359009, -0.043556992207662404, -3.1670568625079554)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.287405490875244, -5.13408899307251, -0.1334468126296997, -0.18725788593292236, -0.14152206480503082, 0.21958845853805542)"
2022/09/13/22:01:46.206997,447648,1663131706,206738368,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692794005023401, -0.7080616515925904, -0.14232331911195928, -0.4616890710643311, -0.04358274141420537, -3.16705567041506)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2604923248291016, -5.1237030029296875, -0.0706743448972702, -0.16866712272167206, -0.14271396398544312, 0.2238847315311432)"
2022/09/13/22:01:46.209282,447649,1663131706,208738900,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.169290844594137, -0.7080741685679932, -0.14228564897646123, -0.4616655868342896, -0.043570820485250294, -3.167093578969137)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.238368511199951, -5.1020660400390625, -0.18346020579338074, -0.1751810908317566, -0.14257419109344482, 0.2309996485710144)"
